invoice,group_itemDescription
3050_102015,"{'vegetables', 'sugary', 'other item', 'meats', 'dairy', 'milk'}"
3050_112014,"{'dairy', 'grains'}"
3050_112015,"{'energy drinks', 'sugary', 'meats', 'dairy', 'fruit', 'milk'}"
3050_122015,"{'dairy', 'vegetables', 'milk', 'grains'}"
3051_012015,"{'vegetables', 'milk'}"
3051_052014,"{'alcohol', 'other foods'}"
3051_092015,"{'meats', 'others'}"
3051_112015,"{'juice', 'meats', 'vegetables', 'other item'}"
3052_042015,"{'fruit', 'other item'}"
3052_102014,"{'dairy', 'seasoning', 'other item'}"
3053_032015,"{'meats', 'grains', 'sugary'}"
3053_122014,"{'vegetables', 'other item'}"
3053_122015,"{'meats', 'dairy', 'sugary'}"
3054_012014,{'grains'}
3054_022015,"{'meats', 'alcohol', 'milk'}"
3054_032015,"{'meats', 'seasoning'}"
3054_052015,"{'dairy', 'fruit', 'vegetables', 'seasoning'}"
3054_062015,"{'meats', 'dairy', 'fruit'}"
3054_092015,"{'alcohol', 'milk'}"
3055_082015,"{'energy drinks', 'vegetables', 'grains', 'meats', 'dairy'}"
3056_032014,"{'juice', 'meats'}"
3056_082015,"{'meats', 'vegetables'}"
3057_012014,"{'meats', 'energy drinks', 'grains'}"
3057_072014,{'energy drinks'}
3058_052015,"{'meats', 'dairy', 'other item'}"
3058_072015,"{'meats', 'dairy'}"
3058_122014,"{'others', 'other item'}"
3059_052014,"{'meats', 'other drinks'}"
3059_062014,"{'vegetables', 'pet care', 'other foods'}"
3059_122014,"{'meats', 'dairy', 'alcohol', 'bags'}"
3060_052015,"{'alcohol', 'milk'}"
3060_072014,"{'juice', 'fruit'}"
3060_082014,"{'dairy', 'vegetables', 'alcohol'}"
3061_052015,"{'energy drinks', 'fruit', 'other foods'}"
3061_082015,"{'meats', 'milk'}"
3061_102015,"{'fruit', 'other item'}"
3062_012015,"{'energy drinks', 'other item'}"
3062_032015,"{'milk', 'bags'}"
3062_082015,"{'water', 'other foods', 'cosmetics', 'other item', 'fruit'}"
3062_092014,"{'water', 'seasoning'}"
3063_072014,"{'dairy', 'vegetables'}"
3063_082014,"{'vegetables', 'fruit'}"
3063_102015,"{'milk', 'other foods'}"
3063_122014,"{'alcohol', 'other foods'}"
3063_122015,"{'dairy', 'vegetables'}"
3064_022015,"{'meats', 'vegetables'}"
3064_062014,"{'vegetables', 'alcohol'}"
3065_022014,{'dairy'}
3065_032014,{'milk'}
3065_122014,"{'cosmetics', 'grains', 'sugary'}"
3066_052015,"{'vegetables', 'water'}"
3066_062015,"{'energy drinks', 'grains'}"
3066_092014,"{'vegetables', 'sugary'}"
3066_102014,"{'juice', 'grains'}"
3066_112015,"{'vegetables', 'sugary'}"
3067_022014,"{'meats', 'dairy'}"
3067_072015,"{'milk', 'other foods'}"
3067_092015,"{'sugary', 'other foods'}"
3067_112014,"{'vegetables', 'other foods'}"
3067_112015,"{'meats', 'alcohol'}"
3068_052014,"{'grains', 'pet care', 'meats', 'other drinks', 'milk'}"
3068_062015,"{'dairy', 'vegetables'}"
3069_042014,"{'alcohol', 'others'}"
3069_092015,"{'fruit', 'milk', 'seasoning'}"
3071_012015,"{'fruit', 'others', 'other item', 'other foods'}"
3071_032015,"{'grains', 'energy drinks', 'others', 'other item'}"
3071_042014,"{'grains', 'milk', 'sugary'}"
3071_062015,{'meats'}
3072_012015,"{'vegetables', 'water', 'seasoning', 'fruit', 'milk'}"
3072_022015,"{'dairy', 'vegetables', 'water', 'sugary'}"
3072_062014,"{'energy drinks', 'others'}"
3072_082015,"{'meats', 'other item'}"
3072_122014,"{'meats', 'sugary'}"
3073_012015,"{'dairy', 'fruit', 'other foods'}"
3073_062014,"{'juice', 'grains'}"
3074_032014,"{'dairy', 'seasoning', 'bags'}"
3074_042015,"{'milk', 'other foods'}"
3075_092014,"{'energy drinks', 'dairy'}"
3075_102015,"{'vegetables', 'grains'}"
3075_122014,"{'vegetables', 'other foods'}"
3076_022014,"{'energy drinks', 'sugary'}"
3076_082015,"{'milk', 'other item'}"
3077_012014,"{'vegetables', 'other foods'}"
3077_012015,"{'vegetables', 'milk'}"
3077_052014,"{'dairy', 'grains'}"
3077_052015,"{'grains', 'water', 'seasoning', 'alcohol', 'meats', 'dairy', 'milk', 'bags'}"
3077_082015,"{'meats', 'other foods'}"
3078_012015,"{'vegetables', 'other item'}"
3078_122014,"{'dairy', 'chemistry products'}"
3079_012015,"{'sugary', 'pet care'}"
3079_042014,"{'energy drinks', 'seasoning'}"
3079_042015,"{'meats', 'sugary'}"
3079_102015,"{'meats', 'energy drinks'}"
3080_022014,"{'dairy', 'other foods'}"
3081_022014,"{'dairy', 'sugary', 'bags'}"
3081_042014,"{'energy drinks', 'fruit'}"
3081_052014,"{'meats', 'dairy', 'vegetables'}"
3081_072014,"{'juice', 'grains', 'chemistry products', 'vegetables'}"
3081_092014,"{'alcohol', 'grains'}"
3082_022015,"{'dairy', 'fruit', 'alcohol', 'milk'}"
3082_042014,"{'meats', 'grains'}"
3082_052014,"{'juice', 'milk'}"
3082_052015,"{'dairy', 'milk', 'water'}"
3082_072014,"{'vegetables', 'alcohol', 'other foods', 'fruit', 'milk', 'bags'}"
3082_092015,"{'grains', 'other foods'}"
3082_102014,"{'energy drinks', 'vegetables', 'sugary'}"
3082_102015,"{'vegetables', 'fruit'}"
3083_032014,"{'fruit', 'milk'}"
3083_052014,"{'juice', 'grains'}"
3083_092014,"{'grains', 'sugary', 'other foods', 'fruit', 'milk'}"
3084_012014,"{'fruit', 'vegetables'}"
3084_042015,"{'meats', 'alcohol', 'seasoning', 'milk'}"
3084_102014,"{'dairy', 'vegetables', 'alcohol', 'other item'}"
3084_102015,"{'meats', 'alcohol'}"
3084_122015,"{'meats', 'other foods'}"
3085_012015,"{'energy drinks', 'fruit'}"
3085_112015,"{'milk', 'others'}"
3086_022015,"{'meats', 'fruit', 'grains', 'milk'}"
3086_042014,"{'dairy', 'other item'}"
3086_042015,"{'milk', 'others', 'bags'}"
3086_112014,"{'dairy', 'milk', 'sugary'}"
3087_022014,"{'dairy', 'fruit'}"
3087_102014,"{'dairy', 'other foods'}"
3087_122014,"{'grains', 'water'}"
3088_032015,"{'meats', 'dairy', 'milk'}"
3088_042015,"{'alcohol', 'sugary'}"
3088_112014,{'others'}
3089_022014,"{'meats', 'other item'}"
3089_022015,{'fruit'}
3089_082014,"{'meats', 'house facilities'}"
3089_102014,"{'cosmetics', 'vegetables', 'milk'}"
3089_102015,"{'energy drinks', 'fruit'}"
3090_012014,"{'vegetables', 'sugary'}"
3090_022014,"{'milk', 'other foods'}"
3090_022015,"{'grains', 'milk'}"
3090_032014,"{'dairy', 'grains', 'other item', 'other foods'}"
3090_042015,"{'meats', 'vegetables', 'fruit', 'other foods'}"
3090_072014,"{'others', 'bags'}"
3090_092015,"{'vegetables', 'alcohol'}"
3090_112014,"{'fruit', 'other foods'}"
3092_022014,"{'dairy', 'grains'}"
3092_112015,"{'sugary', 'other foods'}"
3092_122015,"{'meats', 'other foods'}"
3093_032015,"{'dairy', 'bags'}"
3094_022014,"{'grains', 'energy drinks', 'milk'}"
3094_062014,"{'dairy', 'water'}"
3094_062015,"{'meats', 'fruit', 'alcohol'}"
3094_072014,"{'energy drinks', 'other foods'}"
3094_112014,"{'grains', 'seasoning'}"
3094_122014,"{'grains', 'other foods'}"
3095_072014,{'vegetables'}
3095_082014,"{'vegetables', 'alcohol', 'other item', 'dairy', 'others'}"
3095_082015,"{'dairy', 'water', 'sugary'}"
3095_102015,"{'alcohol', 'fruit', 'milk'}"
3095_112014,"{'energy drinks', 'other item'}"
3096_062015,"{'dairy', 'alcohol', 'other item'}"
3096_072015,"{'vegetables', 'other foods'}"
3096_082015,"{'juice', 'others'}"
3097_102015,"{'fruit', 'grains'}"
3098_042015,"{'meats', 'water'}"
3098_052014,"{'fruit', 'seasoning'}"
3099_042014,"{'grains', 'seasoning'}"
3099_072015,"{'fruit', 'milk'}"
3099_092014,"{'meats', 'energy drinks'}"
3099_102014,"{'meats', 'dairy', 'sugary'}"
3099_122014,"{'dairy', 'fruit', 'milk'}"
3100_042014,"{'dairy', 'milk', 'sugary'}"
3100_052015,"{'meats', 'other item'}"
3100_062015,"{'other foods', 'grains', 'other item'}"
3100_112014,"{'grains', 'other foods'}"
3100_122014,"{'vegetables', 'alcohol'}"
3101_012015,"{'meats', 'grains', 'pet care'}"
3101_022014,"{'others', 'sugary'}"
3101_052014,"{'juice', 'sugary'}"
3101_072014,"{'meats', 'other foods'}"
3101_122015,"{'meats', 'energy drinks', 'seasoning'}"
3102_042014,"{'dairy', 'other item'}"
3102_042015,"{'meats', 'vegetables'}"
3102_092014,"{'vegetables', 'grains'}"
3102_112014,{'bags'}
3103_022014,"{'vegetables', 'alcohol'}"
3103_102014,"{'vegetables', 'milk'}"
3104_012014,"{'vegetables', 'alcohol'}"
3104_042015,"{'energy drinks', 'fruit', 'dairy', 'other item'}"
3104_052015,"{'water', 'seasoning', 'juice', 'dairy', 'fruit', 'milk'}"
3104_062014,"{'energy drinks', 'vegetables', 'alcohol', 'other item'}"
3104_102014,"{'sugary', 'other item'}"
3105_122014,"{'dairy', 'other foods'}"
3106_042014,"{'fruit', 'alcohol', 'pet care', 'bags'}"
3106_102014,"{'meats', 'grains'}"
3106_112014,"{'milk', 'other foods'}"
3107_022014,"{'milk', 'grains', 'other item'}"
3107_042014,"{'alcohol', 'water'}"
3107_062014,"{'dairy', 'others'}"
3107_112015,"{'vegetables', 'others'}"
3107_122014,"{'meats', 'fruit', 'grains', 'sugary'}"
3108_032014,"{'alcohol', 'milk', 'other foods'}"
3109_032014,"{'energy drinks', 'vegetables', 'grains'}"
3109_062015,"{'energy drinks', 'pet care'}"
3109_102014,"{'fruit', 'alcohol'}"
3109_112014,"{'meats', 'sugary'}"
3110_052014,"{'vegetables', 'grains', 'seasoning'}"
3110_072014,"{'dairy', 'vegetables', 'other foods'}"
3111_012014,"{'milk', 'other item'}"
3111_012015,"{'fruit', 'vegetables', 'sugary', 'other item'}"
3111_022014,"{'fruit', 'water'}"
3111_102014,"{'energy drinks', 'fruit'}"
3111_102015,"{'others', 'milk'}"
3111_122015,"{'meats', 'grains'}"
3112_032014,"{'seasoning', 'other foods'}"
3112_052015,"{'other foods', 'other item'}"
3112_082014,"{'milk', 'other item'}"
3112_112014,"{'milk', 'other foods'}"
3113_052015,"{'energy drinks', 'other foods'}"
3113_062014,"{'cosmetics', 'bags'}"
3113_062015,"{'fruit', 'grains'}"
3113_112014,"{'energy drinks', 'other foods'}"
3113_122014,"{'dairy', 'vegetables'}"
3115_012014,"{'dairy', 'vegetables'}"
3115_052014,"{'vegetables', 'seasoning'}"
3115_072014,"{'seasoning', 'bags'}"
3115_092014,"{'grains', 'water', 'meats', 'others', 'milk'}"
3115_102014,"{'fruit', 'grains', 'others', 'other foods'}"
3116_052014,"{'meats', 'energy drinks', 'vegetables', 'sugary'}"
3116_102014,"{'vegetables', 'milk'}"
3116_122014,"{'vegetables', 'seasoning', 'alcohol', 'meats', 'dairy', 'others'}"
3117_032014,"{'juice', 'others', 'pet care'}"
3117_032015,"{'meats', 'alcohol', 'grains'}"
3117_092014,"{'fruit', 'other foods'}"
3117_092015,"{'meats', 'dairy', 'fruit', 'vegetables'}"
3118_032015,"{'meats', 'fruit'}"
3118_072014,"{'vegetables', 'other foods'}"
3118_122015,"{'energy drinks', 'milk', 'dairy'}"
3119_012014,"{'grains', 'other foods', 'meats', 'dairy', 'milk'}"
3119_022014,"{'fruit', 'other foods'}"
3119_022015,"{'meats', 'alcohol', 'others', 'sugary'}"
3119_052015,{'meats'}
3119_062015,"{'meats', 'fruit', 'sugary'}"
3120_012015,"{'grains', 'water'}"
3120_022014,"{'milk', 'others', 'other item'}"
3120_072015,"{'dairy', 'fruit', 'grains'}"
3120_082014,"{'water', 'other item'}"
3120_092015,"{'meats', 'dairy'}"
3120_102014,"{'fruit', 'other foods'}"
3120_102015,"{'vegetables', 'bags'}"
3120_112015,"{'meats', 'vegetables'}"
3120_122015,"{'meats', 'vegetables', 'fruit', 'other foods'}"
3122_022015,"{'meats', 'energy drinks'}"
3122_042014,"{'vegetables', 'grains', 'water'}"
3122_052015,"{'meats', 'grains', 'other drinks', 'water'}"
3122_092014,"{'energy drinks', 'vegetables', 'cosmetics', 'other item', 'others'}"
3122_102014,"{'vegetables', 'grains'}"
3122_102015,"{'meats', 'fruit', 'alcohol', 'sugary'}"
3122_122014,"{'energy drinks', 'other item'}"
3123_042014,"{'grains', 'water', 'other item'}"
3123_082014,"{'juice', 'energy drinks'}"
3123_102014,"{'alcohol', 'other foods'}"
3123_122014,"{'dairy', 'milk'}"
3124_092015,"{'fruit', 'milk', 'other item'}"
3125_022014,"{'fruit', 'others'}"
3125_052014,"{'fruit', 'other item'}"
3126_022014,"{'meats', 'milk'}"
3127_022014,"{'meats', 'vegetables', 'alcohol'}"
3127_032014,"{'meats', 'milk', 'water', 'other foods'}"
3127_102014,"{'meats', 'grains'}"
3128_042015,"{'energy drinks', 'sugary', 'other foods', 'meats', 'dairy'}"
3128_062015,"{'meats', 'dairy', 'other foods', 'other item'}"
3128_072015,"{'water', 'others', 'sugary'}"
3128_082015,"{'grains', 'alcohol', 'sugary'}"
3129_022014,"{'energy drinks', 'sugary'}"
3129_072014,"{'dairy', 'grains'}"
3130_012014,"{'dairy', 'sugary'}"
3130_022015,"{'meats', 'alcohol', 'water'}"
3131_012014,"{'dairy', 'grains'}"
3131_032014,"{'dairy', 'energy drinks'}"
3132_072015,"{'meats', 'dairy', 'grains'}"
3132_082015,"{'dairy', 'fruit', 'milk'}"
3132_092014,"{'alcohol', 'grains'}"
3132_122015,"{'energy drinks', 'grains'}"
3133_012014,"{'dairy', 'other foods'}"
3133_012015,"{'dairy', 'fruit'}"
3133_122014,"{'milk', 'other foods'}"
3133_122015,"{'meats', 'alcohol'}"
3134_072015,"{'fruit', 'vegetables'}"
3135_032015,"{'meats', 'sugary'}"
3135_062014,"{'grains', 'bags'}"
3135_072015,"{'dairy', 'vegetables'}"
3136_042014,"{'energy drinks', 'other foods'}"
3137_022014,"{'energy drinks', 'vegetables', 'grains', 'seasoning', 'other foods'}"
3137_072014,"{'vegetables', 'other item'}"
3137_082014,"{'milk', 'other item'}"
3137_082015,"{'vegetables', 'alcohol', 'sugary'}"
3137_102014,"{'energy drinks', 'other drinks'}"
3137_112014,"{'dairy', 'milk', 'others'}"
3138_042015,"{'dairy', 'vegetables', 'grains', 'other foods'}"
3138_052014,"{'energy drinks', 'vegetables'}"
3138_102014,"{'dairy', 'fruit', 'other foods'}"
3138_122014,"{'dairy', 'vegetables', 'others', 'other item'}"
3139_012014,"{'fruit', 'alcohol'}"
3139_022015,"{'energy drinks', 'vegetables', 'pet care', 'fruit', 'chemistry products'}"
3139_042015,"{'fruit', 'vegetables', 'other foods'}"
3139_062014,"{'meats', 'alcohol', 'vegetables', 'grains'}"
3139_072014,"{'energy drinks', 'others'}"
3140_032014,"{'dairy', 'others', 'other foods'}"
3140_082015,"{'meats', 'dairy'}"
3140_092014,"{'grains', 'milk'}"
3140_112015,"{'dairy', 'fruit'}"
3140_122014,"{'meats', 'bags'}"
3141_032014,"{'meats', 'other foods'}"
3141_042014,"{'vegetables', 'others'}"
3141_072014,"{'energy drinks', 'grains', 'seasoning'}"
3141_072015,"{'meats', 'vegetables', 'milk', 'other item'}"
3141_082015,"{'dairy', 'grains', 'other foods'}"
3141_112015,{'vegetables'}
3142_012014,"{'dairy', 'grains'}"
3142_052014,"{'dairy', 'other item'}"
3142_062014,"{'energy drinks', 'vegetables'}"
3142_112014,"{'vegetables', 'other item'}"
3142_122014,"{'fruit', 'milk'}"
3143_012015,"{'milk', 'sugary', 'other item'}"
3143_052015,"{'energy drinks', 'vegetables', 'other foods'}"
3144_042015,"{'fruit', 'other item'}"
3144_052014,"{'vegetables', 'grains', 'bags'}"
3144_062015,"{'meats', 'other foods', 'pet care'}"
3144_082015,"{'dairy', 'fruit', 'other foods'}"
3145_022015,"{'fruit', 'other item'}"
3145_082014,"{'fruit', 'milk', 'sugary'}"
3145_112015,"{'vegetables', 'sugary'}"
3146_062014,"{'pet care', 'other item'}"
3146_072014,{'vegetables'}
3147_022015,"{'fruit', 'other foods'}"
3147_122015,"{'fruit', 'seasoning'}"
3148_032015,"{'meats', 'alcohol', 'others', 'milk'}"
3148_042014,"{'meats', 'milk', 'other foods'}"
3148_092015,"{'meats', 'dairy'}"
3148_102014,"{'sugary', 'bags'}"
3149_012014,"{'grains', 'others', 'other foods'}"
3150_032014,{'grains'}
3150_072014,"{'milk', 'others'}"
3150_112014,"{'meats', 'fruit'}"
3151_082014,"{'meats', 'other foods'}"
3151_092015,"{'water', 'sugary'}"
3151_102014,"{'other foods', 'other item'}"
3152_112015,"{'grains', 'milk', 'dairy', 'other item'}"
3153_042014,"{'meats', 'vegetables'}"
3153_042015,"{'grains', 'sugary', 'seasoning', 'alcohol', 'dairy', 'others'}"
3153_062014,"{'alcohol', 'vegetables', 'others', 'other foods'}"
3153_082015,"{'meats', 'vegetables'}"
3153_102014,"{'grains', 'other foods'}"
3154_042014,"{'vegetables', 'water'}"
3154_052015,"{'bags', 'fruit', 'other item'}"
3154_062015,"{'fruit', 'others'}"
3154_102015,"{'dairy', 'vegetables', 'others'}"
3155_092014,"{'meats', 'fruit'}"
3156_022014,"{'energy drinks', 'other foods'}"
3156_022015,"{'fruit', 'other foods'}"
3156_112014,"{'meats', 'vegetables'}"
3157_042014,"{'meats', 'milk'}"
3157_082014,"{'grains', 'others', 'bags'}"
3157_102014,"{'alcohol', 'other foods'}"
3158_022014,"{'dairy', 'other foods'}"
3158_032014,"{'meats', 'other foods'}"
3158_042014,"{'fruit', 'water'}"
3158_062014,"{'energy drinks', 'vegetables', 'alcohol'}"
3159_012015,"{'grains', 'milk'}"
3159_042014,"{'fruit', 'others', 'bags'}"
3159_072014,"{'vegetables', 'milk'}"
3160_012014,"{'alcohol', 'bags'}"
3160_012015,"{'dairy', 'sugary'}"
3160_022015,"{'energy drinks', 'fruit'}"
3160_062015,"{'dairy', 'vegetables'}"
3160_112014,"{'dairy', 'sugary'}"
3161_082015,"{'juice', 'vegetables'}"
3161_092014,"{'energy drinks', 'alcohol', 'milk'}"
3161_112014,"{'meats', 'milk'}"
3161_122015,"{'vegetables', 'sugary'}"
3162_062015,"{'energy drinks', 'water'}"
3163_092014,"{'dairy', 'other foods'}"
3163_122014,"{'grains', 'other item'}"
3164_022014,"{'energy drinks', 'fruit'}"
3164_032014,"{'fruit', 'grains', 'other item'}"
3164_042015,{'meats'}
3164_092014,"{'grains', 'sugary', 'meats', 'dairy', 'others', 'bags'}"
3164_092015,"{'grains', 'sugary', 'cosmetics', 'meats', 'dairy', 'fruit', 'milk', 'bags'}"
3165_062015,"{'meats', 'vegetables', 'milk', 'other foods'}"
3165_072014,"{'fruit', 'milk'}"
3165_082015,"{'vegetables', 'seasoning', 'cosmetics', 'meats', 'dairy'}"
3165_112015,"{'fruit', 'alcohol', 'sugary', 'other item'}"
3166_012015,"{'fruit', 'grains', 'pet care'}"
3166_032014,"{'vegetables', 'milk', 'house facilities'}"
3166_032015,{'milk'}
3166_042015,"{'meats', 'cosmetics'}"
3166_062014,"{'water', 'sugary'}"
3166_082014,"{'vegetables', 'others'}"
3167_032015,"{'sugary', 'other item', 'other foods'}"
3167_042015,"{'energy drinks', 'cosmetics'}"
3167_082015,"{'energy drinks', 'sugary'}"
3168_022015,"{'energy drinks', 'seasoning', 'other foods'}"
3168_032014,"{'fruit', 'grains', 'seasoning', 'milk'}"
3168_032015,"{'energy drinks', 'vegetables'}"
3168_122015,"{'vegetables', 'sugary'}"
3169_022015,"{'fruit', 'grains'}"
3169_062015,"{'vegetables', 'fruit', 'seasoning', 'milk'}"
3170_012015,"{'vegetables', 'grains', 'cosmetics', 'other item', 'meats', 'fruit'}"
3170_032014,"{'grains', 'other drinks'}"
3170_032015,"{'dairy', 'vegetables'}"
3171_102014,"{'vegetables', 'sugary'}"
3172_012014,"{'milk', 'others'}"
3172_012015,"{'vegetables', 'house facilities', 'other foods'}"
3172_032014,"{'alcohol', 'water'}"
3173_072015,"{'vegetables', 'other foods'}"
3174_092015,"{'grains', 'sugary'}"
3174_102014,"{'milk', 'water'}"
3175_022015,"{'meats', 'dairy'}"
3175_032015,"{'meats', 'dairy'}"
3175_042014,{'other item'}
3175_052015,"{'meats', 'vegetables', 'grains'}"
3175_112014,"{'dairy', 'vegetables'}"
3175_112015,"{'meats', 'energy drinks'}"
3176_012015,"{'vegetables', 'fruit', 'house facilities', 'other foods'}"
3176_052015,"{'meats', 'alcohol', 'milk'}"
3176_092014,"{'grains', 'milk'}"
3176_102014,"{'others', 'water'}"
3177_092014,"{'energy drinks', 'fruit'}"
3177_102014,"{'dairy', 'milk'}"
3178_012014,"{'dairy', 'sugary'}"
3178_032015,"{'dairy', 'other item'}"
3178_082015,"{'grains', 'milk', 'sugary'}"
3178_102015,"{'vegetables', 'water', 'seasoning', 'alcohol', 'meats'}"
3179_032015,"{'meats', 'other item'}"
3180_022014,"{'fruit', 'vegetables', 'other item', 'other foods'}"
3180_032015,"{'vegetables', 'grains', 'seasoning', 'others', 'other foods', 'meats', 'dairy', 'milk'}"
3180_042015,"{'fruit', 'grains'}"
3180_062015,"{'meats', 'seasoning'}"
3180_072014,"{'dairy', 'vegetables', 'milk', 'seasoning'}"
3180_092014,"{'milk', 'other foods'}"
3180_092015,"{'fruit', 'alcohol', 'seasoning', 'other foods'}"
3180_102015,"{'vegetables', 'grains', 'alcohol', 'other item', 'fruit', 'milk', 'chemistry products'}"
3181_032015,"{'meats', 'fruit'}"
3181_042014,"{'alcohol', 'grains'}"
3181_072014,"{'fruit', 'milk', 'seasoning', 'other foods'}"
3181_082014,"{'grains', 'fruit', 'other drinks'}"
3181_122015,"{'meats', 'fruit'}"
3182_022014,"{'other foods', 'other item'}"
3182_052015,"{'energy drinks', 'grains', 'sugary'}"
3182_092014,"{'alcohol', 'others'}"
3182_102015,"{'energy drinks', 'grains'}"
3182_122015,"{'dairy', 'milk'}"
3183_072015,"{'juice', 'fruit', 'other item'}"
3183_092014,"{'meats', 'grains'}"
3183_102014,"{'energy drinks', 'fruit'}"
3184_012014,"{'grains', 'other foods'}"
3184_032014,"{'vegetables', 'seasoning'}"
3184_042014,"{'fruit', 'milk'}"
3184_042015,{'milk'}
3184_102014,"{'dairy', 'other foods'}"
3184_102015,{'vegetables'}
3184_112015,"{'juice', 'fruit'}"
3185_022014,{'others'}
3185_022015,"{'meats', 'grains'}"
3185_042014,"{'meats', 'grains', 'sugary'}"
3185_122014,"{'dairy', 'alcohol', 'sugary', 'other item'}"
3186_032015,"{'meats', 'other item'}"
3186_042014,"{'grains', 'alcohol'}"
3186_072014,"{'dairy', 'fruit'}"
3186_112014,"{'dairy', 'other item'}"
3186_112015,"{'meats', 'vegetables'}"
3188_062015,"{'fruit', 'vegetables'}"
3188_082014,"{'juice', 'meats'}"
3188_102014,"{'milk', 'sugary'}"
3189_012014,"{'juice', 'house facilities'}"
