invoice,itemDescription
3042_052015,"{'frozen meals', 'salty snack', 'whole milk', 'other vegetables', 'UHT-milk'}"
3042_092014,"{'other vegetables', 'napkins'}"
3042_112014,"{'oil', 'rolls/buns'}"
3042_122015,"{'root vegetables', 'whole milk'}"
3043_052015,"{'soda', 'beef'}"
3044_052014,"{'shopping bags', 'rolls/buns'}"
3044_052015,"{'bottled water', 'brown bread', 'sausage'}"
3044_072015,"{'UHT-milk', 'pastry'}"
3044_082014,"{'soda', 'pasta'}"
3044_092014,"{'soda', 'coffee', 'whole milk', 'newspapers'}"
3044_092015,"{'potato products', 'bottled beer', 'root vegetables', 'frozen meals', 'coffee', 'other vegetables'}"
3045_012014,"{'other vegetables', 'dental care', 'pet care'}"
3045_032015,"{'coffee', 'whole milk', 'tropical fruit'}"
3045_062014,"{'turkey', 'other vegetables'}"
3045_082014,"{'chocolate', 'chicken', 'chewing gum'}"
3046_022014,"{'soda', 'onions'}"
3046_032014,"{'whipped/sour cream', 'curd'}"
3046_032015,"{'yogurt', 'sausage', 'pastry', 'newspapers', 'chicken', 'bottled water', 'chewing gum'}"
3046_082014,"{'citrus fruit', 'frozen vegetables'}"
3046_092015,"{'whole milk', 'sausage'}"
3046_112015,"{'margarine', 'misc. beverages', 'hamburger meat', 'curd', 'instant coffee', 'pip fruit', 'whole milk'}"
3047_072015,"{'whole milk', 'sausage'}"
3047_082014,"{'soda', 'pip fruit', 'condensed milk'}"
3048_052014,"{'meat spreads', 'pastry'}"
3048_062015,"{'frankfurter', 'beef', 'long life bakery product', 'butter', 'coffee', 'rolls/buns', 'tidbits', 'white wine'}"
3048_082015,"{'bottled beer', 'sausage'}"
3048_102015,"{'sausage', 'chicken', 'hygiene articles', 'pip fruit', 'rolls/buns', 'white bread', 'liquor (appetizer)'}"
3049_052015,"{'yogurt', 'beef'}"
3049_092014,"{'sliced cheese', 'pet care'}"
3050_032014,"{'dessert', 'root vegetables'}"
3050_062015,"{'frankfurter', 'beef', 'pickled vegetables', 'semi-finished bread', 'chicken', 'white bread', 'bottled water'}"
3050_072015,"{'yogurt', 'whole milk'}"
3050_102015,"{'sausage', 'roll products ', 'whole milk', 'rolls/buns', 'chocolate', 'other vegetables', 'sliced cheese'}"
3050_112014,"{'butter', 'waffles'}"
3050_112015,"{'soda', 'pork', 'yogurt', 'sausage', 'grapes', 'pip fruit', 'whole milk', 'dessert'}"
3050_122015,"{'hard cheese', 'zwieback', 'whole milk', 'other vegetables'}"
3051_012015,"{'onions', 'whole milk'}"
3051_052014,"{'salty snack', 'canned beer'}"
3051_092015,"{'napkins', 'frozen meals'}"
3051_112015,"{'frankfurter', 'ham', 'rolls/buns', 'fruit/vegetable juice', 'other vegetables'}"
3052_042015,"{'citrus fruit', 'rolls/buns'}"
3052_102014,"{'hard cheese', 'rolls/buns', 'ketchup'}"
3053_032015,"{'brown bread', 'chewing gum', 'hamburger meat'}"
3053_122014,"{'other vegetables', 'rolls/buns'}"
3053_122015,"{'chocolate', 'curd', 'ice cream', 'hamburger meat'}"
3054_012014,"{'semi-finished bread', 'waffles'}"
3054_022015,"{'frankfurter', 'bottled beer', 'sausage', 'whole milk'}"
3054_032015,"{'frankfurter', 'salt'}"
3054_052015,"{'onions', 'mayonnaise', 'tropical fruit', 'spread cheese'}"
3054_062015,"{'pip fruit', 'meat', 'yogurt'}"
3054_092015,"{'whole milk', 'misc. beverages', 'white wine'}"
3055_082015,"{'soda', 'hamburger meat', 'soft cheese', 'waffles', 'other vegetables'}"
3056_032014,"{'fruit/vegetable juice', 'liver loaf'}"
3056_082015,"{'other vegetables', 'liver loaf'}"
3057_012014,"{'soda', 'chicken', 'pastry'}"
3057_072014,"{'soda', 'instant coffee'}"
3058_052015,"{'chicken', 'butter', 'rolls/buns', 'hamburger meat'}"
3058_072015,"{'butter', 'sausage'}"
3058_122014,"{'rolls/buns', 'newspapers'}"
3059_052014,"{'sausage', 'beverages'}"
3059_062014,"{'salty snack', 'cat food', 'frozen vegetables'}"
3059_122014,"{'shopping bags', 'meat', 'misc. beverages', 'spread cheese'}"
3060_052015,"{'canned beer', 'whole milk'}"
3060_072014,"{'fruit/vegetable juice', 'tropical fruit'}"
3060_082014,"{'butter', 'other vegetables', 'red/blush wine'}"
3061_052015,"{'soda', 'domestic eggs', 'pip fruit', 'margarine'}"
3061_082015,"{'whole milk', 'sausage'}"
3061_102015,"{'berries', 'rolls/buns'}"
3062_012015,"{'soda', 'rolls/buns'}"
3062_032015,"{'shopping bags', 'whole milk'}"
3062_082015,"{'margarine', 'beef', 'hygiene articles', 'pip fruit', 'bottled water'}"
3062_092014,"{'bottled water', 'baking powder'}"
3063_072014,"{'yogurt', 'root vegetables'}"
3063_082014,"{'tropical fruit', 'frozen vegetables'}"
3063_102015,"{'whipped/sour cream', 'whole milk'}"
3063_122014,"{'flour', 'canned beer'}"
3063_122015,"{'processed cheese', 'root vegetables'}"
3064_022015,"{'pork', 'other vegetables'}"
3064_062014,"{'bottled beer', 'frozen vegetables'}"
3065_022014,{'yogurt'}
3065_032014,{'whole milk'}
3065_122014,"{'dessert', 'dental care', 'waffles'}"
3066_052015,"{'bottled water', 'other vegetables'}"
3066_062015,"{'soda', 'pastry'}"
3066_092014,"{'ice cream', 'other vegetables'}"
3066_102014,"{'fruit/vegetable juice', 'long life bakery product'}"
3066_112015,"{'specialty bar', 'other vegetables', 'root vegetables'}"
3067_022014,"{'meat', 'specialty cheese'}"
3067_072015,"{'butter milk', 'packaged fruit/vegetables'}"
3067_092015,"{'candy', 'margarine'}"
3067_112014,"{'whipped/sour cream', 'frozen potato products'}"
3067_112015,"{'misc. beverages', 'frozen meals'}"
3068_052014,"{'dog food', 'hamburger meat', 'pasta', 'beverages', 'whole milk'}"
3068_062015,"{'yogurt', 'other vegetables'}"
3069_042014,"{'canned beer', 'dishes'}"
3069_092015,"{'tropical fruit', 'mustard', 'whole milk'}"
3071_012015,"{'photo/film', 'salty snack', 'pip fruit', 'rolls/buns', 'domestic eggs'}"
3071_032015,"{'pastry', 'beef', 'dishes', 'brown bread', 'coffee'}"
3071_042014,"{'specialty bar', 'pastry', 'whole milk'}"
3071_062015,"{'sausage', 'frozen meals'}"
3072_012015,"{'pickled vegetables', 'citrus fruit', 'salad dressing', 'whole milk', 'bottled water'}"
3072_022015,"{'specialty bar', 'yogurt', 'bottled water', 'other vegetables', 'spread cheese'}"
3072_062014,"{'instant coffee', 'newspapers'}"
3072_082015,"{'ham', 'beef'}"
3072_122014,"{'dessert', 'hamburger meat'}"
3073_012015,"{'sliced cheese', 'nut snack', 'berries'}"
3073_062014,"{'fruit/vegetable juice', 'pastry'}"
3074_032014,"{'shopping bags', 'processed cheese', 'mayonnaise'}"
3074_042015,"{'margarine', 'whole milk'}"
3075_092014,"{'coffee', 'hard cheese'}"
3075_102015,"{'other vegetables', 'semi-finished bread'}"
3075_122014,"{'organic products', 'root vegetables'}"
3076_022014,"{'soda', 'specialty chocolate'}"
3076_082015,"{'butter milk', 'rolls/buns'}"
3077_012014,"{'domestic eggs', 'root vegetables'}"
3077_012015,"{'butter milk', 'root vegetables'}"
3077_052014,"{'curd', 'pastry'}"
3077_052015,"{'pastry', 'shopping bags', 'butter', 'turkey', 'chicken', 'canned beer', 'vinegar', 'whole milk', 'bottled water'}"
3077_082015,"{'chicken', 'salty snack'}"
3078_012015,"{'other vegetables', 'oil', 'rolls/buns'}"
3078_122014,"{'detergent', 'yogurt'}"
3079_012015,"{'chocolate', 'pet care'}"
3079_042014,"{'soda', 'mustard'}"
3079_042015,"{'chicken', 'specialty bar'}"
3079_102015,"{'frankfurter', 'soda'}"
3080_022014,"{'domestic eggs', 'yogurt'}"
3081_022014,"{'shopping bags', 'dessert', 'sliced cheese'}"
3081_042014,"{'soda', 'tropical fruit'}"
3081_052014,"{'specialty vegetables', 'yogurt', 'canned fish', 'specialty cheese'}"
3081_072014,"{'fruit/vegetable juice', 'detergent', 'brown bread', 'root vegetables'}"
3081_092014,"{'brown bread', 'white wine'}"
3082_022015,"{'whole milk', 'canned beer', 'yogurt', 'tropical fruit'}"
3082_042014,"{'frankfurter', 'brown bread'}"
3082_052014,"{'fruit/vegetable juice', 'whole milk'}"
3082_052015,"{'bottled water', 'curd', 'whole milk'}"
3082_072014,"{'cling film/bags', 'canned beer', 'pip fruit', 'whole milk', 'canned vegetables', 'domestic eggs', 'tropical fruit'}"
3082_092015,"{'brown bread', 'packaged fruit/vegetables'}"
3082_102014,"{'soda', 'pickled vegetables', 'frozen dessert'}"
3082_102015,"{'pip fruit', 'root vegetables'}"
3083_032014,"{'whole milk', 'tropical fruit'}"
3083_052014,"{'fruit/vegetable juice', 'waffles'}"
3083_092014,"{'specialty chocolate', 'flour', 'brown bread', 'whole milk', 'domestic eggs', 'tropical fruit'}"
3084_012014,"{'other vegetables', 'citrus fruit'}"
3084_042015,"{'salt', 'bottled beer', 'whole milk', 'hamburger meat'}"
3084_102014,"{'rolls/buns', 'white wine', 'yogurt', 'root vegetables'}"
3084_102015,"{'frankfurter', 'canned beer'}"
3084_122015,"{'chicken', 'margarine'}"
3085_012015,"{'soda', 'grapes'}"
3085_112015,"{'whole milk', 'newspapers'}"
3086_022015,"{'pork', 'brown bread', 'pip fruit', 'whole milk'}"
3086_042014,"{'yogurt', 'rolls/buns'}"
3086_042015,"{'shopping bags', 'whole milk', 'newspapers'}"
3086_112014,"{'chocolate', 'yogurt', 'whole milk'}"
3087_022014,"{'yogurt', 'citrus fruit'}"
3087_102014,"{'yogurt', 'margarine'}"
3087_122014,"{'white bread', 'bottled water'}"
3088_032015,"{'frankfurter', 'canned fish', 'yogurt', 'whole milk'}"
3088_042015,"{'chocolate', 'canned beer'}"
3088_112014,{'newspapers'}
3089_022014,"{'pork', 'rolls/buns'}"
3089_022015,{'citrus fruit'}
3089_082014,"{'house keeping products', 'sausage'}"
3089_102014,"{'pickled vegetables', 'butter milk', 'hygiene articles'}"
3089_102015,"{'soda', 'citrus fruit'}"
3090_012014,"{'other vegetables', 'chewing gum'}"
3090_022014,"{'margarine', 'whole milk'}"
3090_022015,"{'white bread', 'whole milk'}"
3090_032014,"{'yogurt', 'pasta', 'processed cheese', 'rolls/buns', 'domestic eggs'}"
3090_042015,"{'turkey', 'berries', 'root vegetables', 'salty snack', 'other vegetables'}"
3090_072014,"{'shopping bags', 'newspapers'}"
3090_092015,"{'canned beer', 'root vegetables'}"
3090_112014,"{'whipped/sour cream', 'tropical fruit'}"
3092_022014,"{'brown bread', 'yogurt'}"
3092_112015,"{'whipped/sour cream', 'dessert'}"
3092_122015,"{'packaged fruit/vegetables', 'sausage'}"
3093_032015,"{'shopping bags', 'yogurt'}"
3094_022014,"{'soda', 'brown bread', 'whole milk'}"
3094_062014,"{'bottled water', 'cream cheese '}"
3094_062015,"{'frankfurter', 'bottled beer', 'sausage', 'grapes', 'meat', 'tropical fruit'}"
3094_072014,"{'soda', 'whipped/sour cream'}"
3094_112014,"{'herbs', 'white bread'}"
3094_122014,"{'domestic eggs', 'waffles'}"
3095_072014,"{'onions', 'specialty vegetables'}"
3095_082014,"{'beef', 'root vegetables', 'newspapers', 'liquor', 'canned vegetables', 'sliced cheese'}"
3095_082015,"{'bottled water', 'specialty bar', 'curd'}"
3095_102015,"{'bottled beer', 'citrus fruit', 'whole milk'}"
3095_112014,"{'soda', 'rolls/buns'}"
3096_062015,"{'yogurt', 'misc. beverages', 'oil'}"
3096_072015,"{'soups', 'root vegetables'}"
3096_082015,"{'fruit/vegetable juice', 'napkins'}"
3097_102015,"{'brown bread', 'berries'}"
3098_042015,"{'bottled water', 'sausage'}"
3098_052014,"{'citrus fruit', 'sugar'}"
3099_042014,"{'waffles', 'sugar'}"
3099_072015,"{'pip fruit', 'whole milk'}"
3099_092014,"{'soda', 'pork'}"
3099_102014,"{'butter', 'meat', 'frozen dessert'}"
3099_122014,"{'cream cheese ', 'butter milk', 'citrus fruit'}"
3100_042014,"{'chocolate', 'curd', 'UHT-milk'}"
3100_052015,"{'frankfurter', 'rolls/buns'}"
3100_062015,"{'salty snack', 'beef', 'waffles'}"
3100_112014,"{'margarine', 'pastry'}"
3100_122014,"{'canned beer', 'root vegetables'}"
3101_012015,"{'chicken', 'brown bread', 'cat food'}"
3101_022014,"{'frozen dessert', 'newspapers'}"
3101_052014,"{'fruit/vegetable juice', 'chocolate'}"
3101_072014,"{'domestic eggs', 'meat'}"
3101_122015,"{'soda', 'pork', 'sausage', 'salt'}"
3102_042014,"{'curd', 'beef'}"
3102_042015,"{'meat', 'other vegetables'}"
3102_092014,"{'white bread', 'other vegetables'}"
3102_112014,{'shopping bags'}
3103_022014,"{'other vegetables', 'misc. beverages'}"
3103_102014,"{'frozen vegetables', 'whole milk'}"
3104_012014,"{'white wine', 'root vegetables'}"
3104_042015,"{'soda', 'citrus fruit', 'rolls/buns', 'spread cheese'}"
3104_052015,"{'spices', 'yogurt', 'citrus fruit', 'whole milk', 'fruit/vegetable juice', 'bottled water'}"
3104_062014,"{'soda', 'bottled beer', 'rolls/buns', 'frozen vegetables'}"
3104_102014,"{'dessert', 'rolls/buns'}"
3105_122014,"{'whipped/sour cream', 'butter'}"
3106_042014,"{'shopping bags', 'pip fruit', 'white wine', 'pet care'}"
3106_102014,"{'ham', 'pastry'}"
3106_112014,"{'nuts/prunes', 'whole milk'}"
3107_022014,"{'whole milk', 'rolls/buns', 'waffles'}"
3107_042014,"{'bottled water', 'canned beer'}"
3107_062014,"{'yogurt', 'newspapers'}"
3107_112015,"{'frozen vegetables', 'napkins'}"
3107_122014,"{'chocolate', 'meat', 'citrus fruit', 'waffles'}"
3108_032014,"{'domestic eggs', 'bottled beer', 'whole milk'}"
3109_032014,"{'coffee', 'brown bread', 'other vegetables'}"
3109_062015,"{'soda', 'cat food'}"
3109_102014,"{'canned beer', 'tropical fruit'}"
3109_112014,"{'specialty bar', 'sausage'}"
3110_052014,"{'herbs', 'cereals', 'root vegetables'}"
3110_072014,"{'processed cheese', 'Instant food products', 'frozen potato products'}"
3111_012014,"{'oil', 'UHT-milk'}"
3111_012015,"{'frozen vegetables', 'pip fruit', 'rolls/buns', 'chocolate', 'other vegetables'}"
3111_022014,"{'bottled water', 'citrus fruit'}"
3111_102014,"{'soda', 'grapes'}"
3111_102015,"{'whole milk', 'newspapers'}"
3111_122015,"{'white bread', 'pork', 'waffles'}"
3112_032014,"{'domestic eggs', 'mustard'}"
3112_052015,"{'nuts/prunes', 'rolls/buns'}"
3112_082014,"{'oil', 'whole milk'}"
3112_112014,"{'domestic eggs', 'whole milk'}"
3113_052015,"{'coffee', 'domestic eggs'}"
3113_062014,"{'hygiene articles', 'cling film/bags'}"
3113_062015,"{'berries', 'brown bread', 'tropical fruit'}"
3113_112014,"{'soda', 'margarine'}"
3113_122014,"{'other vegetables', 'cream cheese '}"
3115_012014,"{'other vegetables', 'cream cheese '}"
3115_052014,"{'frozen vegetables', 'sugar'}"
3115_072014,"{'shopping bags', 'sugar'}"
3115_092014,"{'frozen fish', 'zwieback', 'whole milk', 'white bread', 'bottled water', 'napkins'}"
3115_102014,"{'snack products', 'brown bread', 'citrus fruit', 'napkins'}"
3116_052014,"{'soda', 'pickled vegetables', 'frozen vegetables', 'ham', 'chewing gum'}"
3116_102014,"{'onions', 'whole milk'}"
3116_122014,"{'misc. beverages', 'baking powder', 'curd', 'frozen vegetables', 'frozen meals', 'pot plants'}"
3117_032014,"{'fruit/vegetable juice', 'cat food', 'napkins'}"
3117_032015,"{'pork', 'brown bread', 'misc. beverages'}"
3117_092014,"{'domestic eggs', 'berries'}"
3117_092015,"{'pork', 'yogurt', 'other vegetables', 'citrus fruit'}"
3118_032015,"{'liver loaf', 'citrus fruit'}"
3118_072014,"{'salty snack', 'other vegetables'}"
3118_122015,"{'soda', 'yogurt', 'whole milk'}"
3119_012014,"{'yogurt', 'salty snack', 'brown bread', 'whole milk', 'meat'}"
3119_022014,"{'flour', 'tropical fruit'}"
3119_022015,"{'chicken', 'specialty bar', 'liquor', 'newspapers'}"
3119_052015,"{'chicken', 'sausage'}"
3119_062015,"{'grapes', 'candy', 'hamburger meat'}"
3120_012015,"{'white bread', 'bottled water'}"
3120_022014,"{'whole milk', 'beef', 'newspapers'}"
3120_072015,"{'butter', 'yogurt', 'pastry', 'berries'}"
3120_082014,"{'bottled water', 'beef'}"
3120_092015,"{'yogurt', 'meat'}"
3120_102014,"{'whipped/sour cream', 'pip fruit'}"
3120_102015,"{'cling film/bags', 'other vegetables'}"
3120_112015,"{'other vegetables', 'liver loaf'}"
3120_122015,"{'sausage', 'grapes', 'berries', 'whipped/sour cream', 'other vegetables'}"
3122_022015,"{'coffee', 'chicken'}"
3122_042014,"{'white bread', 'bottled water', 'other vegetables'}"
3122_052015,"{'white bread', 'bottled water', 'sausage', 'beverages'}"
3122_092014,"{'oil', 'newspapers', 'hygiene articles', 'coffee', 'other vegetables'}"
3122_102014,"{'pastry', 'root vegetables'}"
3122_102015,"{'bottled beer', 'canned fruit', 'citrus fruit', 'chicken', 'pip fruit', 'dessert'}"
3122_122014,"{'soda', 'rolls/buns'}"
3123_042014,"{'bottled water', 'rolls/buns', 'long life bakery product'}"
3123_082014,"{'fruit/vegetable juice', 'soda'}"
3123_102014,"{'bottled beer', 'packaged fruit/vegetables'}"
3123_122014,"{'sliced cheese', 'whole milk'}"
3124_092015,"{'rolls/buns', 'citrus fruit', 'whole milk'}"
3125_022014,"{'pip fruit', 'newspapers'}"
3125_052014,"{'oil', 'tropical fruit'}"
3126_022014,"{'whole milk', 'sausage'}"
3127_022014,"{'bottled beer', 'root vegetables', 'hamburger meat'}"
3127_032014,"{'pork', 'flower (seeds)', 'whole milk', 'whipped/sour cream', 'bottled water'}"
3127_102014,"{'white bread', 'pork'}"
3128_042015,"{'soda', 'specialty bar', 'sausage', 'butter', 'whipped/sour cream'}"
3128_062015,"{'yogurt', 'frozen meals', 'cream cheese ', 'rolls/buns', 'whipped/sour cream', 'meat'}"
3128_072015,"{'bottled water', 'dessert', 'newspapers'}"
3128_082015,"{'brown bread', 'bottled beer', 'ice cream'}"
3129_022014,"{'coffee', 'dessert', 'sweet spreads'}"
3129_072014,"{'hard cheese', 'pastry'}"
3130_012014,"{'yogurt', 'ice cream'}"
3130_022015,"{'bottled water', 'canned beer', 'sausage'}"
3131_012014,"{'yogurt', 'long life bakery product'}"
3131_032014,"{'soda', 'yogurt'}"
3132_072015,"{'chicken', 'yogurt', 'waffles'}"
3132_082015,"{'UHT-milk', 'cream cheese ', 'berries'}"
3132_092014,"{'bottled beer', 'pastry'}"
3132_122015,"{'soda', 'long life bakery product'}"
3133_012014,"{'whipped/sour cream', 'yogurt'}"
3133_012015,"{'curd cheese', 'tropical fruit'}"
3133_122014,"{'butter milk', 'margarine'}"
3133_122015,"{'white wine', 'hamburger meat'}"
3134_072015,"{'other vegetables', 'tropical fruit'}"
3135_032015,"{'specialty bar', 'sausage'}"
3135_062014,"{'shopping bags', 'rice'}"
3135_072015,"{'onions', 'yogurt'}"
3136_042014,"{'soda', 'flour'}"
3137_022014,"{'soda', 'long life bakery product', 'root vegetables', 'sugar', 'whipped/sour cream'}"
3137_072014,"{'other vegetables', 'rolls/buns'}"
3137_082014,"{'UHT-milk', 'beef'}"
3137_082015,"{'ice cream', 'misc. beverages', 'other vegetables'}"
3137_102014,"{'coffee', 'beverages'}"
3137_112014,"{'spread cheese', 'whole milk', 'newspapers'}"
3138_042015,"{'hard cheese', 'salty snack', 'brown bread', 'other vegetables'}"
3138_052014,"{'coffee', 'other vegetables'}"
3138_102014,"{'curd', 'margarine', 'citrus fruit'}"
3138_122014,"{'napkins', 'hard cheese', 'rolls/buns', 'root vegetables'}"
3139_012014,"{'rum', 'citrus fruit'}"
3139_022015,"{'soda', 'abrasive cleaner', 'cat food', 'frozen vegetables', 'pip fruit'}"
3139_042015,"{'whipped/sour cream', 'onions', 'tropical fruit'}"
3139_062014,"{'white bread', 'chicken', 'other vegetables', 'misc. beverages'}"
3139_072014,"{'soda', 'pot plants'}"
3140_032014,"{'kitchen towels', 'salty snack', 'butter'}"
3140_082015,"{'cream cheese ', 'frozen meals'}"
3140_092014,"{'whole milk', 'pasta'}"
3140_112015,"{'butter', 'citrus fruit'}"
3140_122014,"{'shopping bags', 'chicken'}"
3141_032014,"{'chicken', 'nut snack'}"
3141_042014,"{'other vegetables', 'frozen vegetables', 'napkins'}"
3141_072014,"{'soda', 'brown bread', 'ketchup'}"
3141_072015,"{'whole milk', 'pork', 'rolls/buns', 'root vegetables'}"
3141_082015,"{'salty snack', 'hard cheese', 'waffles'}"
3141_112015,"{'onions', 'other vegetables'}"
3142_012014,"{'cream cheese ', 'pasta'}"
3142_052014,"{'butter', 'rolls/buns'}"
3142_062014,"{'soda', 'other vegetables'}"
3142_112014,"{'other vegetables', 'rolls/buns'}"
3142_122014,"{'whole milk', 'tropical fruit'}"
3143_012015,"{'UHT-milk', 'candy', 'rolls/buns'}"
3143_052015,"{'coffee', 'whipped/sour cream', 'root vegetables'}"
3144_042015,"{'rolls/buns', 'pip fruit', 'tropical fruit'}"
3144_052014,"{'shopping bags', 'other vegetables', 'pastry'}"
3144_062015,"{'pork', 'margarine', 'pet care'}"
3144_082015,"{'yogurt', 'curd', 'tropical fruit', 'margarine'}"
3145_022015,"{'citrus fruit', 'beef'}"
3145_082014,"{'whole milk', 'candy', 'citrus fruit', 'tropical fruit'}"
